Locality,Longitude,Latitude,Unit,Plane Type,strike,dip,altitude (m)
4-22-19-10,105.448087,32.335206, Cambrian, Bedding,221,40,951.73398
4-22-19-9,105.444957,32.330119, Cambrian, Bedding,222,36,897.527521
4-22-19-9,105.446977,32.329679, Cambrian, Bedding,217,38,857.35204
4-22-19-9,105.448563,32.330813, Cambrian, Bedding,202,39,847.546963
4-22-19-9,105.450739,32.328397, Cambrian, Bedding,57,88,810.348965
4-22-19-9,105.450777,32.328319, Cambrian, Bedding,235,35,810.67416
4-22-19-9,105.451375,32.328913, Cambrian, Bedding,46,89,798.517422
4-22-19-9,105.451329,32.329534, Cambrian, Bedding,155,15,789.705118
4-22-19-9,105.451699,32.330211, Cambrian, Bedding,205,15,785.62104
4-22-19-9,105.451684,32.330111, Cambrian, Bedding,113,7,785.769679
4-22-19-8,105.45081,32.327095, Cambrian, Bedding,18,31,755.043657
4-22-19-8,105.450765,32.32708, Cambrian, Bedding,328,28,755.000644
4-22-19-8,105.450567,32.327142, Cambrian, Bedding,289,7,757.593838
4-22-19-8,105.450542,32.327012, Cambrian, Bedding,270,11,761.34164
4-22-19-8,105.451544,32.324754, C, Bedding,169,30,717.273158
4-22-19-7,105.455268,32.328113, C, Bedding,202,38,733.081797
4-22-19-7,105.453831,32.326387, C, Bedding,31,34,699.138197
4-22-19-6,105.453006,32.32494, C, Bedding,34,32,676.837734
4-22-19-6,105.452624,32.322032, C, Bedding,48,39,669.410697
4-22-19-5,105.455128,32.319538, P, Bedding,42,43,644.791348
4-22-19-5,105.455169,32.319435, Tr, Bedding,37,46,638.227749
4-22-19-5,105.455198,32.319431, Tr, Bedding,45,44,639.320766
4-22-19-4,105.457321,32.317468, Tr, Bedding,49,53,618.392454
4-22-19-4,105.457522,32.317336, Tr, Bedding,58,47,620.263416
4-22-19-4,105.457568,32.317161, Fault, Fault,37,29,633.70956
4-22-19-3,105.459715,32.314919, P, Bedding,225,70,583.642178
4-22-19-3,105.460436,32.313995, Tr, Bedding,213,75,572.617764
4-22-19-3,105.460612,32.312721, Tr, Overturned bedding,235,29,566.918396
4-22-19-2,105.462739,32.311107, Tr, Bedding,46,88,535.915249
4-22-19-1,105.465017,32.308681, Tr, Bedding,215,85,524.800625
4-22-19-1,105.464673,32.308736, Tr, Bedding,223,89,528.12415
4-21-19-13,105.468338,32.303988, Tr, Bedding,42,82,516.746772
4-21-19-13,105.4683,32.303995, Tr, Bedding,44,84,516.342266
4-21-19-12,105.46979,32.301567, Tr, Bedding,52,78,516.074516
4-21-19-12,105.470334,32.30103, Tr, Bedding,52,63,520.674102
4-21-19-12,105.47228,32.300138, Tr, Bedding,53,62,537.647915
4-21-19-11,105.483878,32.292786, J, Bedding,64,36,515.646937
4-21-19-11,105.48521,32.291529, J, Bedding,66,25,513.367674
4-21-19-11,105.485227,32.291459, J, Bedding,32,29,516.187817
4-21-19-10,105.564891,32.205291, K, Bedding,83,12,757.022634
4-21-19-10,105.564891,32.205291, K, Bedding,117,21,757.022634
4-21-19-10,105.564891,32.205291, K, Bedding,121,19,757.022634
4-21-19-10,105.565117,32.204712, K, Bedding,18,11,761.114588
4-21-19-10,105.565109,32.204716, K, Bedding,25,15,761.442461
4-21-19-10,105.558659,32.182211, K, Bedding,189,3,790.842473
4-21-19-10,105.558851,32.182351, K, Bedding,225,7,786.473738
4-21-19-10,105.558816,32.182337, K, Bedding,199,11,787.630805
4-21-19-9,105.527959,32.149364, K, Bedding,91,4,819.422902
4-21-19-9,105.527964,32.149345, K, Bedding,95,6,820.840568
4-21-19-8,105.505475,32.142525, K, Bedding,304,4,837.96344
4-21-19-8,105.502104,32.139407, K, Bedding,83,11,831.915264
4-21-19-8,105.502126,32.139407, K, Bedding,30,8,831.0471
4-21-19-7,105.475865,32.130427, K, Bedding,121,9,769.346597
4-21-19-7,105.475871,32.13043, K, Bedding,124,9,769.467587
4-21-19-6,105.509656,32.191724, K, Bedding,62,8,685.999842
4-21-19-5,105.50697,32.217789, J, Bedding,61,30,600.27918
4-21-19-4,105.516444,32.24939, J, Bedding,65,13,565.239693
4-21-19-3,105.517494,32.259157, J, Bedding,61,21,521.081184
4-21-19-2,105.463424,32.269297, J, Bedding,63,30,557.503067
4-21-19-1,105.436455,32.259804, J, Bedding,56,27,641.678539
4-17-19-4,105.174054,32.64133, Fault, Fault,249,80,991.925056
4-17-19-4,105.173512,32.641561, Pt, Foliation,255,88,996.520271
4-17-19-4,105.174216,32.640969, Fault, Fault,244,79,979.315193
4-17-19-4,105.173847,32.641094, Pt, Foliation,247,82,996.860603
4-17-19-4,105.173618,32.641054, Fault, Fault,248,77,991.666023
4-17-19-3,105.010194,32.524698, Pt, Foliation,263,88,875.788461
4-17-19-3,105.009979,32.524617, Pt, Foliation,105,89,869.128569
4-17-19-2,104.932366,32.49123, Fault, Fault,110,86,834.1026
4-17-19-2,104.932053,32.491384, Fault, Fault,344,70,828.207247
4-17-19-2,104.932052,32.49138, Fault, Fault,65,35,828.363812
4-17-19-2,104.932046,32.491378, S, Foliation,250,57,826.415619
4-17-19-2,104.932046,32.491392, S, Foliation,69,47,827.705414
4-17-19-1,104.897861,32.447767, Cambrian, Foliation,319,49,912.190643
4-17-19-1,104.897882,32.447766, Cambrian, Foliation,303,74,911.967377
4-17-19-1,104.897865,32.447816, Fault, Fault,276,35,908.286947
4-17-19-1,104.897863,32.447813, Fault, Fault,268,50,907.405018
4-16-19-11,104.128114,32.569788, Fault, Fault,171,89,1365.329118
4-16-19-11,104.12809,32.569583, Tr, Bedding,171,83,1378.418068
4-16-19-10,104.086946,32.671675, D, Bedding,98,74,1674.714681
4-16-19-10,104.086991,32.671736, D, Bedding,77,77,1675.026228
4-16-19-9,104.064725,32.689899, Fault, Fault,122,69,1724.141666
4-16-19-9,104.064311,32.689737, D, Foliation,23,65,1752.718854
4-16-19-9,104.064656,32.689782, D, Foliation,329,69,1752.338154
4-16-19-8,104.056522,32.700875, P, Bedding,104,80,1810.787976
4-16-19-8,104.056266,32.701378, Fault, Fault,53,89,1814.645275
4-16-19-7,104.023193,32.725472, Fault, Fault,93,59,2114.281746
4-16-19-7,104.023082,32.72508, P, Bedding,89,77,2155.371346
4-16-19-7,104.023103,32.725114, P, Bedding,76,80,2158.625252
4-16-19-7,104.022919,32.72477, Fault, Fault,131,57,2168.942879
4-16-19-7,104.022901,32.724782, Fault, Fault,130,68,2171.071053
4-16-19-7,104.022862,32.724758, Fault, Fault,135,68,2171.631844
4-16-19-6,103.920428,32.771168, Fault, Fault,10,74,2733.706752
4-16-19-6,103.920362,32.771171, Fault, Fault,100,88,2733.678316
4-16-19-6,103.920404,32.771208, S, Foliation,266,65,2734.570152
4-16-19-6,103.920422,32.771281, S, Foliation,282,88,2733.595908
4-16-19-6,103.920441,32.771181, Fault, Fault,10,75,2732.50888
4-16-19-5,103.851981,32.761687, Fault, Fault,102,81,2989.974966
4-16-19-5,103.851974,32.761723, Fault, Fault,276,88,2989.980178
4-16-19-5,103.851955,32.761735, S, Bedding,1,18,2990.073756
4-16-19-4,103.8464,32.760435, Fault, Fault,283,86,3016.728086
4-16-19-4,103.846067,32.759387, Fault, Fault,273,88,3025.071081
4-16-19-3,103.701018,32.74052, Fault, Fault,113,69,3902.583008
4-16-19-3,103.701079,32.740519, Fault, Fault,84,82,3901.170348
4-16-19-2,103.681801,32.750913, Fault, Fault,76,84,3746.759047
4-16-19-2,103.681795,32.750926, Fault, Fault,75,87,3750.011756
4-16-19-1,103.648272,32.749287, Fault, Fault,2,57,3363.296406
4-16-19-1,103.648292,32.74929, Fault, Fault,6,57,3364.979786
4-16-19-1,103.648315,32.749509, Fault, Fault,60,76,3362.527271
4-16-19-1,103.648402,32.749538, Fault, Fault,65,70,3363.105411
4-14-19-9,103.720324,32.320224, Tr, Cleavage,80,62,2512.051113
4-15-19-3,103.757464,31.786606, S, Foliation,68,79,1663.851749
4-15-19-3,103.757938,31.785402, Fault, Fault,246,86,1666.134953
4-15-19-3,103.765054,31.788635, Fault, Fault,78,86,1646.991398
4-15-19-3,103.765054,31.788635, Fault, Fault,264,85,1642.500618
4-15-19-3,103.765054,31.788635, S, Axial plane,270,44,1641.822009
4-15-19-1,103.485546,31.087055, Pt, Fault,105,75,933.66777
4-15-19-1,103.485528,31.087105, Pt, Plane Type 3,75,72,935.758469
4-15-19-6,103.71632,32.321677, Tr, Foliation,16,38,2491.720306
4-15-19-6,103.716347,32.321619, Tr, Cleavage,24,34,2494.041178
4-15-19-6,103.716263,32.321705, Fault, Fault,325,65,2492.366277
4-15-19-6,103.716133,32.3221, Tr, Foliation,48,43,2484.630799
4-14-19-10,103.716061,32.322203, Fault, Fault,337,59,2494.814297
4-14-19-9,103.720359,32.319934, Fault, Fault,118,44,2471.953213
4-14-19-9,103.720346,32.319972, Fault, Fault,127,89,2475.949209
4-14-19-9,103.720939,32.319979, Fault, Fault,123,87,2421.710293
4-15-19-5,103.720439,32.318539, Fault, Fault,97,76,2470.36874
4-15-19-5,103.720451,32.318548, Fault, Fault,350,78,2477.81918
4-15-19-5,103.720425,32.318547, Fault, Fault,351,63,2481.637295
4-15-19-5,103.720255,32.318522, Fault, Fault,111,72,2486.737637
4-15-19-5,103.720274,32.318527, Fault, Fault,333,76,2485.60873
4-14-19-9,103.720327,32.318836, Fault, Fault,119,79,2472.548428
4-15-19-5,103.720264,32.313496, Tr, Bedding,103,75,2488.902099
4-14-19-8,103.72451,32.30033, Fault, Fault,116,70,2479.598981
4-14-19-8,103.726857,32.298984, Tr, Bedding,332,37,2496.213197
4-14-19-8,103.727091,32.298894, Fault, Fault,307,25,2495.50407
4-14-19-8,103.727086,32.29889, Fault, Fault,55,47,2494.644719
4-14-19-8,103.72715,32.298875, Tr, Bedding,328,32,2494.251718
4-14-19-8,103.727151,32.298912, Tr, Bedding,336,35,2493.857005
4-14-19-8,103.727173,32.298871, Fault, Fault,92,43,2493.086489
4-14-19-8,103.727173,32.298871, Fault, Fault,93,55,2493.086489
4-14-19-7,103.736344,32.285186, Tr, Bedding,8,26,2456.888722
4-14-19-7,103.73585,32.284381, Fault, Fault,132,65,2458.035241
4-14-19-7,103.735891,32.284208, Fault, Fault,125,83,2455.526712
4-14-19-6,103.753988,32.251544, Tr, Bedding,99,46,2467.903943
4-14-19-6,103.753988,32.251544, Fault, Fault,356,24,2467.903943
4-14-19-6,103.753988,32.251544, Tr, Bedding,334,65,2467.903943
4-14-19-6,103.753988,32.251544, Tr, Bedding,101,46,2467.903943
4-14-19-5,103.78169,32.221101, Tr, Cleavage,32,27,2535.177938
4-14-19-5,103.781711,32.221093, Tr, Overturned bedding,22,51,2535.423508
4-14-19-5,103.781723,32.221068, Tr, Overturned bedding,30,55,2535.491069
4-14-19-2,103.761964,32.179348, Tr, Overturned bedding,32,40,2399.521799
4-14-19-2,103.764401,32.176798, Tr, Cleavage,310,28,2438.34448
4-14-19-2,103.764413,32.176778, Tr, Overturned bedding,7,21,2436.915333
4-14-19-3,103.771273,32.165243, Fault, Fault,88,59,2709.509681
4-14-19-3,103.774421,32.166738, Fault, Fault,59,32,2708.323952
4-14-19-4,103.775617,32.165519, Tr, Cleavage,24,17,2706.978603
4-14-19-4,103.77553,32.165367, Tr, Bedding,23,34,2707.281582
4-14-19-3,103.774319,32.167004, Tr, Bedding,44,32,2710.389736
4-14-19-3,103.77424,32.167003, Fault, Fault,68,44,2715.430019
4-14-19-3,103.77422,32.167025, Fault, Fault,273,57,2716.401699
4-14-19-2,103.760799,32.182793, Tr, Cleavage,59,20,2352.839604
4-14-19-2,103.760804,32.182795, Tr, Bedding,37,32,2352.898354
4-14-19-2,103.76079,32.182868, Tr, Bedding,2,34,2356.158332
4-14-19-1,103.736242,32.170732, Tr, Cleavage,76,10,2371.06532
4-14-19-1,103.736237,32.170707, Tr, Cleavage,75,23,2371.604476
4-14-19-1,103.736226,32.17071, Tr, Bedding,61,24,2370.897104
4-14-19-1,103.736256,32.170746, Tr, Cleavage,61,35,2369.489632
4-14-19-1,103.736364,32.170737, Tr, Bedding,59,23,2369.185643
4-28-19-12,103.671011,31.94106, Tr, Foliation,112,58,1824.174438
4-28-19-12,103.671098,31.94084, Tr, Foliation,109,59,1821.764347
4-28-19-12,103.671126,31.940849, Tr, Foliation,119,66,1823.161094
4-28-19-4,103.743006,31.794779, S, Cleavage,233,68,1621.245012
4-28-19-3,103.746381,31.793923, S, Cleavage,44,89,1613.372095
4-13-19-12,103.759563,31.783255, Fault, Fault,262,64,1613.80232
4-13-19-12,103.759563,31.783255, S, Cleavage,231,82,1613.80232
4-13-19-12,103.759513,31.78322, S, Axial plane,226,78,1615.227583
4-13-19-11,103.809915,31.76595, S, Foliation,249,85,1605.316999
4-13-19-11,103.809904,31.765956, Fault, Fault,247,71,1606.005556
4-13-19-11,103.809934,31.765914, Fault, Fault,255,70,1608.239611
4-13-19-11,103.809989,31.765944, Fault, Fault,217,62,1600.280613
4-13-19-11,103.809898,31.765957, Fault, Fault,257,71,1598.201267
4-13-19-11,103.809913,31.766028, Fault, Fault,256,79,1591.901463
4-13-19-10,103.822172,31.760635, Cambrian, Foliation,295,50,1588.559145
4-13-19-10,103.821871,31.760843, Cambrian, Foliation,299,52,1582.949296
4-13-19-9,103.844254,31.733761, Cambrian, Foliation,100,78,1575.328831
4-13-19-9,103.84441,31.733755, S, Foliation,98,63,1575.358372
4-13-19-8,103.852791,31.715446, S, Cleavage,281,67,1570.307957
4-13-19-8,103.852856,31.715481, S, Cleavage,117,55,1567.717258
4-13-19-8,103.852887,31.715377, S, Cleavage,275,70,1573.219212
4-13-19-8,103.85333,31.715025, S, Foliation,259,67,1575.390232
4-13-19-8,103.854136,31.714936, S, Foliation,97,84,1598.268162
4-13-19-8,103.853556,31.714943, S, Bedding,214,79,1572.934666
4-13-19-8,103.853119,31.714837, S, Axial plane,65,89,1568.568577
4-13-19-8,103.853123,31.71481, S, Axial plane,260,70,1569.677586
4-13-19-8,103.854204,31.7152, S, Foliation,261,72,1546.259739
4-13-19-7,103.850916,31.703229, S, Foliation,244,69,1576.644186
4-13-19-7,103.850884,31.703251, Fault, Fault,27,43,1574.687107
4-13-19-7,103.850928,31.703266, Fault, Fault,21,54,1580.621311
4-13-19-7,103.851154,31.703492, S, Bedding,263,67,1575.589884
4-13-19-6,103.832055,31.692215, Fault, Fault,199,39,1782.896484
4-13-19-6,103.832764,31.692187, S, Cleavage,240,73,1745.546967
4-13-19-6,103.833009,31.692352, S, Axial plane,236,72,1737.907074
4-13-19-6,103.832753,31.692044, S, Cleavage,265,69,1718.93808
4-13-19-5,103.866263,31.698388, Fault, Axial plane,201,68,1633.103851
4-13-19-5,103.866263,31.698388, Fault, Axial plane,198,66,1633.103851
4-13-19-5,103.866032,31.698347, Fault, Fault,107,88,1634.255463
4-13-19-5,103.868857,31.699228, Fault, Fault,244,73,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,234,67,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,248,84,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,255,79,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,275,87,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,88,69,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,88,65,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,97,82,1653.864838
4-13-19-5,103.868857,31.699228, Fault, Fault,97,61,1653.864838
4-13-19-5,103.928896,31.72567, S, Cleavage,209,68,1606.535576
4-13-19-4,103.993926,31.75586, Fault, Fault,278,81,1270.737881
4-13-19-4,103.993809,31.755883, Fault, Fault,273,87,1251.467373
4-13-19-4,103.993896,31.755737, S, Cleavage,269,61,1260.498867
4-13-19-3,104.096112,31.770909, S, Cleavage,240,66,1035.836441
4-13-19-3,104.094372,31.77203, S, Cleavage,259,57,1021.521255
4-13-19-3,104.094728,31.77173, S, Foliation,250,66,1027.378433
4-13-19-3,104.116154,31.790708, S, Foliation,235,89,988.472927
4-13-19-2,104.150415,31.797956, S, Cleavage,253,68,932.215359
4-13-19-1,104.159809,31.798412, S, Foliation,241,63,903.67593
4-13-19-1,104.159891,31.798525, S, Foliation,237,61,904.999084
4-12-19-22,103.981401,32.064274, D, Cleavage,37,83,1485.186047
4-12-19-22,103.990954,32.057881, D, Cleavage,205,87,1426.278576
4-12-19-21,103.998919,32.053937, D, Cleavage,207,89,1354.346424
4-12-19-21,103.998908,32.053914, D, Cleavage,204,89,1354.151112
4-12-19-21,104.006631,32.045783, Fault, Fault,318,85,1341.864735
4-12-19-21,104.007149,32.045814, D, Cleavage,13,70,1341.331409
4-12-19-21,104.007192,32.045754, D, Cleavage,20,70,1339.812489
4-12-19-21,104.007197,32.045799, D, Axial plane,347,65,1342.143055
4-12-19-21,104.007251,32.04586, D, Bedding,336,74,1346.49889
4-12-19-21,104.007426,32.045636, Fault, Fault,166,78,1333.802967
4-12-19-20,104.010197,32.044281, Fault, Fault,222,31,1310.211903
4-12-19-20,104.01007,32.044271, D, Axial plane,3,89,1324.897572
4-12-19-20,104.010297,32.044172, D, Axial plane,358,87,1312.384266
4-12-19-20,104.010288,32.044077, D, Bedding,154,89,1314.816517
4-12-19-19,104.009803,32.036605, D, Bedding,133,89,1275.794178
4-12-19-19,104.009803,32.036605, D, Cleavage,340,81,1275.794178
4-12-19-18,104.017856,32.023573, D, Foliation,170,85,1239.115833
4-12-19-18,104.018041,32.023361, D, Cleavage,164,85,1236.587879
4-12-19-18,104.018172,32.023384, D, Cleavage,36,88,1227.438587
4-12-19-18,104.019229,32.02279, Fault, Fault,140,71,1275.231068
4-12-19-18,104.019229,32.02279, Fault, Fault,156,80,1275.231068
4-12-19-18,104.019416,32.022705, Fault, Fault,39,83,1268.56432
4-12-19-18,104.019423,32.022785, Fault, Fault,9,83,1245.687733
4-12-19-18,104.019248,32.022967, D, Cleavage,357,86,1236.458702
4-12-19-17,104.021854,32.021305, D, Cleavage,187,86,1223.715203
4-12-19-17,104.021865,32.021352, D, Bedding,197,52,1224.014217
4-12-19-17,104.021772,32.021312, D, Cleavage,9,87,1224.497175
4-12-19-17,104.021796,32.021252, S, Cleavage,202,84,1224.166061
4-12-19-16,104.031794,32.012245, S, Cleavage,245,64,1196.921131
4-12-19-16,104.031835,32.012259, S, Cleavage,163,68,1198.930408
4-12-19-16,104.0319,32.011558, Fault, Fault,301,77,1200.42223
4-12-19-16,104.031868,32.011926, Fault, Fault,14,48,1199.313099
4-12-19-16,104.031579,32.011999, Fault, Fault,312,69,1195.652821
4-12-19-16,104.03188,32.011889, Fault, Fault,199,47,1190.940296
4-12-19-16,104.032212,32.011982, Fault, Fault,314,85,1202.417103
4-12-19-16,104.032217,32.011979, Fault, Cleavage,315,89,1205.642811
4-12-19-16,104.032302,32.011929, S, Cleavage,208,86,1209.571156
4-12-19-15,104.046822,32.00194, S, Cleavage,190,78,1173.637684
4-12-19-15,104.046728,32.002047, S, Foliation,310,89,1176.918446
4-12-19-15,104.046765,32.001874, S, Cleavage,178,83,1177.533924
4-12-19-15,104.051382,31.998434, S, Cleavage,300,86,1148.984904
4-12-19-15,104.051351,31.998533, Fault, Fault,140,88,1150.707456
4-12-19-15,104.051339,31.998576, Fault, Fault,128,84,1151.783644
4-12-19-15,104.051489,31.998445, S, Foliation,315,86,1156.369522
4-12-19-15,104.057282,31.990374, S, Cleavage,245,71,1124.037247
4-12-19-14,104.060473,31.984996, S, Cleavage,236,78,1133.493057
4-12-19-14,104.064731,31.97725, S, Cleavage,90,88,1119.365616
4-12-19-14,104.064908,31.977039, S, Cleavage,111,82,1121.702652
4-12-19-13,104.068171,31.969755, S, Cleavage,249,63,1116.049332
4-12-19-12,104.071245,31.947143, S, Cleavage,113,80,1078.931412
4-12-19-12,104.071464,31.947011, S, Cleavage,117,63,1099.919815
4-12-19-11,104.074972,31.943653, S, Cleavage,290,80,1081.835587
4-12-19-11,104.07511,31.943671, S, Cleavage,291,79,1082.860367
4-12-19-11,104.075173,31.943477, Fault, Fault,144,68,1082.450943
4-12-19-11,104.075257,31.94347, Fault, Fault,142,74,1084.459732
4-12-19-11,104.075247,31.943474, Fault, Fault,137,72,1084.968399
4-12-19-10,104.075729,31.923825, S, Cleavage,262,80,1040.023331
4-12-19-10,104.071744,31.916986, S, Cleavage,298,82,1044.547867
4-12-19-10,104.071397,31.916951, Fault, Fault,144,58,1065.448135
4-12-19-10,104.071431,31.916945, Fault, Fault,135,68,1066.273819
4-12-19-10,104.0708,31.916625, Fault, Fault,21,71,1174.167984
4-12-19-10,104.070573,31.916795, Fault, Fault,51,84,1226.788101
4-12-19-9,104.071297,31.9143, S, Cleavage,254,75,1041.4496
4-12-19-9,104.071409,31.914325, S, Cleavage,289,74,1037.601456
4-12-19-9,104.081596,31.907385, S, Cleavage,263,80,1032.887344
4-12-19-8,104.107813,31.900801, S, Foliation,265,87,1007.886543
4-12-19-8,104.107742,31.90111, S, Cleavage,275,79,993.711121
4-12-19-8,104.115988,31.893731, S, Cleavage,283,74,989.492084
4-12-19-8,104.116033,31.89334, S, Cleavage,286,65,989.909117
4-12-19-7,104.131195,31.885417, S, Cleavage,243,59,969.643372
4-12-19-7,104.131173,31.885327, S, Cleavage,222,60,967.812317
4-12-19-7,104.131412,31.882469, S, Cleavage,259,72,952.848816
4-12-19-6,104.13919,31.870307, S, Cleavage,262,67,963.597473
4-12-19-6,104.146754,31.860581, S, Cleavage,201,86,952.063661
4-12-19-5,104.155432,31.846174, S, Cleavage,249,80,939.159241
4-12-19-4,104.157314,31.835856, S, Cleavage,222,88,929.417559
4-12-19-4,104.157314,31.835856, S, Cleavage,223,88,929.417559
4-12-19-4,104.157314,31.835856, S, Cleavage,61,87,929.417559
4-12-19-4,104.157314,31.835856, S, Cleavage,209,70,929.417559
4-12-19-4,104.157314,31.835856, S, Cleavage,198,62,929.417559
4-12-19-3,104.159103,31.831026, Fault, Fault,284,63,919.532166
4-12-19-3,104.159101,31.831076, Fault, Fault,3,64,918.877502
4-12-19-3,104.159101,31.831076, Fault, Fault,336,69,918.877502
4-12-19-3,104.159101,31.831076, Fault, Fault,1,79,918.877502
4-12-19-3,104.159101,31.831076, Fault, Fault,250,60,918.877502
4-12-19-3,104.159189,31.830995, S, Foliation,224,55,916.590881
4-12-19-3,104.159231,31.830992, S, Cleavage,227,68,915.937317
4-12-19-2,104.166899,31.811406, S, Cleavage,238,62,896.366516
4-12-19-2,104.166938,31.804896, S, Cleavage,246,57,881.080383
4-12-19-2,104.16668,31.805078, Fault, Fault,49,84,902.351135
4-12-19-2,104.167402,31.804733, Fault, Fault,237,57,892.279114
4-12-19-2,104.166653,31.805093, S, Foliation,274,33,891.747864
4-12-19-2,104.17601,31.804317, S, Foliation,252,72,870.263977
4-12-19-2,104.198603,31.821298, S, Foliation,247,59,842.614929
4-12-19-1,104.224015,31.836175, S, Foliation,252,49,807.363819
4-12-19-1,104.224096,31.836104, S, Foliation,270,53,806.627859
4-12-19-1,104.235409,31.838461, S, Foliation,260,43,798.220411
4-12-19-1,104.248408,31.8368, S, Foliation,250,62,817.924873
4-12-19-1,104.249016,31.836023, S, Foliation,257,51,813.635567
4-12-19-1,104.252517,31.836749, S, Foliation,269,42,797.773872
4-12-19-1,104.257211,31.837528, S, Foliation,252,51,799.652901
4-12-19-1,104.263221,31.838223, S, Foliation,244,52,796.1092
4-12-19-1,104.269513,31.846366, Fault, Fault,275,72,788.848213
4-12-19-1,104.269511,31.8463, S, Cleavage,237,46,792.112251
4-12-19-1,104.282447,31.859992, S, Cleavage,281,48,762.919502
4-12-19-1,104.28248,31.859993, S, Foliation,275,34,763.257027
4-11-19-14,104.132981,32.121761, Fault, Fault,270,83,1256.008492
4-11-19-14,104.132981,32.121761, Fault, Fault,288,82,1256.008492
4-11-19-14,104.132981,32.121761, Fault, Fault,272,86,1256.008492
4-11-19-14,104.133003,32.121593, Fault, Fault,264,71,1256.276924
4-11-19-14,104.132779,32.121622, Fault, Fault,220,65,1251.842476
4-11-19-14,104.1387,32.117811, S, Cleavage,248,72,1181.004341
4-11-19-14,104.13877,32.117799, S, Cleavage,244,77,1182.2696
4-11-19-13,104.145265,32.136469, Fault, Fault,234,64,1213.277331
4-11-19-13,104.145225,32.136467, Fault, Fault,241,65,1213.200996
4-11-19-13,104.14513,32.136446, Fault, Fault,231,89,1204.46711
4-10-19-2,104.150851,32.128341, S, Bedding,359,82,1207.624878
4-11-19-13,104.145297,32.136399, Fault, Fault,198,36,1207.542793
4-11-19-13,104.145265,32.136363, S, Cleavage,280,89,1211.138863
4-11-19-14,104.1386,32.124452, S, Cleavage,359,83,1204.585449
4-11-19-13,104.14513,32.136077, S, Cleavage,110,89,1208.953194
4-11-19-13,104.14491,32.135577, S, Cleavage,82,66,1194.298286
4-11-19-12,104.113278,32.22877, D, Cleavage,0,31,1371.728661
4-11-19-12,104.111679,32.229121, Fault, Fault,340,75,1292.925109
4-11-19-12,104.111306,32.229137, Fault, Fault,340,79,1291.167071
4-11-19-12,104.111226,32.22897, D, Cleavage,9,75,1291.219248
4-11-19-12,104.111196,32.228959, D, Cleavage,338,69,1290.023944
4-11-19-12,104.111217,32.228966, D, Cleavage,355,77,1290.239629
4-11-19-11,104.108678,32.22559, D, Bedding,58,56,1277.40378
4-11-19-11,104.108649,32.225612, D, Bedding,20,81,1275.64521
4-11-19-10,104.11066,32.210165, D, Bedding,39,68,1248.052767
4-11-19-10,104.11094,32.207833, D, Foliation,358,76,1243.342447
4-11-19-10,104.111027,32.207605, Fault, Fault,350,88,1243.131941
4-11-19-10,104.111026,32.207606, Fault, Fault,158,86,1243.230544
4-11-19-10,104.111076,32.20751, Fault, Fault,60,74,1243.472226
4-11-19-10,104.110982,32.207475, Fault, Fault,157,71,1241.371448
4-11-19-10,104.111083,32.20751, Fault, Fault,162,73,1242.423263
4-11-19-10,104.11109,32.207512, Fault, Fault,156,76,1241.966945
4-11-19-10,104.111145,32.207532, Fault, Fault,62,73,1241.449477
4-11-19-10,104.111184,32.2075, Fault, Fault,19,83,1241.134069
4-11-19-10,104.111241,32.207508, Fault, Fault,6,70,1239.795617
4-11-19-10,104.111177,32.207528, Fault, Fault,62,83,1242.621231
4-11-19-10,104.111205,32.207476, Fault, Fault,333,76,1243.063295
4-11-19-10,104.111228,32.207473, Fault, Fault,336,83,1241.937642
4-11-19-10,104.111317,32.20751, Fault, Fault,341,60,1240.43896
4-11-19-10,104.111459,32.207588, Fault, Fault,332,89,1241.017232
4-11-19-10,104.111508,32.207563, D, Cleavage,345,70,1241.940672
4-11-19-10,104.111599,32.207583, Fault, Fault,56,87,1240.344963
4-11-19-10,104.111576,32.2075, Fault, Fault,333,79,1240.212302
4-11-19-10,104.111582,32.207498, Fault, Fault,335,86,1239.75903
4-11-19-10,104.111582,32.207498, Fault, Fault,341,83,1239.75903
4-11-19-10,104.111582,32.207498, Fault, Fault,330,88,1239.75903
4-11-19-10,104.111615,32.207489, Fault, Fault,338,85,1239.208298
4-11-19-10,104.111585,32.207483, Fault, Fault,38,73,1239.241313
4-11-19-10,104.111555,32.207476, Fault, Fault,323,86,1238.526882
4-11-19-10,104.111469,32.207445, D, Cleavage,38,71,1236.662874
4-11-19-10,104.111377,32.207353, D, Cleavage,355,68,1237.018109
4-11-19-10,104.113194,32.203098, D, Bedding,20,60,1243.87675
4-11-19-9,104.113497,32.19627, Fault, Fault,166,77,1269.284476
4-11-19-9,104.113512,32.196279, Fault, Fault,178,68,1270.086373
4-11-19-9,104.113549,32.196224, D, Bedding,359,59,1269.719451
4-11-19-9,104.113567,32.196239, D, Axial plane,5,68,1271.816892
4-11-19-9,104.113549,32.196249, D, Bedding,30,55,1272.639095
